event layer r x y z
76 0 290.007 247.712 150.806 212.556
76 1 392.311 340.486 194.876 232.554
76 2 553.539 485.807 265.324 280.636
76 3 559.926 491.758 267.751 282.131
76 4 756.419 667.384 356.047 366.976
76 5 763.108 672.94 359.841 367.555
76 6 998.62 881.364 469.509 417.144
76 7 1005.1 887.255 472.225 416.649
77 1 404.09 396.872 76.0325 160.007
77 2 560.74 543.036 139.789 183.613
77 3 567.589 549.384 142.598 208.518
77 4 760.574 728.448 218.714 269.5
77 5 767.545 734.623 222.381 269.0
77 6 999.428 949.051 313.303 319.248
77 7 1006.12 955.205 316.005 318.517
78 1 399.382 330.092 224.823 -60.8216
78 2 556.738 479.702 282.565 -37.2803
78 3 563.146 485.569 285.23 -36.7425
78 4 756.522 667.23 356.552 -25.2103
78 5 762.787 673.423 358.252 -24.6018
78 6 993.763 888.717 444.687 24.4703
78 7 1000.17 894.737 446.969 25.3339
79 1 397.837 332.088 219.071 111.028
79 2 558.335 477.006 290.178 159.13
79 3 564.733 482.873 292.842 159.248
79 4 761.725 660.007 380.283 221.251
79 5 768.274 665.768 383.404 220.531
79 6 1002.59 875.977 487.697 270.02
79 7 1009.0 881.947 490.147 268.546
79 6 988.808 857.938 491.614 268.048
81 0 290.556 274.841 94.2608 68.4598
81 1 400.655 371.32 150.486 85.8861
81 2 563.578 512.273 234.94 135.545
81 3 570.499 518.067 238.906 134.389
81 4 752.693 673.405 336.263 170.438
81 5 759.347 678.983 339.985 172.095
81 6 999.413 880.25 473.272 221.246
81 7 1006.09 885.862 476.929 220.521
82 1 404.0 324.679 240.414 -36.2007
82 2 567.889 463.637 327.932 13.788
82 2 565.937 466.089 321.007 37.7886
82 2 566.153 465.812 321.79 37.8102
82 2 565.128 467.139 318.042 13.5152
82 3 571.625 472.812 321.253 12.0804
82 4 752.605 631.731 409.061 72.4245
82 5 759.183 637.037 412.968 74.1203
82 6 995.402 843.231 528.948 122.708
82 7 1001.95 848.725 532.519 123.075
83 0 288.697 249.581 145.105 164.628
83 1 390.622 343.696 185.631 182.683
83 2 570.13 507.761 259.281 234.189
83 3 576.664 513.831 261.763 231.785
83 2 551.379 490.754 251.356 231.867
83 3 557.819 496.612 254.044 234.126
83 4 752.947 672.966 337.707 268.477
83 5 759.309 679.049 339.768 270.101
83 6 993.78 888.688 444.784 366.856
83 7 1000.49 894.208 448.754 367.669
83 7 1000.67 893.929 449.694 367.643
84 0 290.605 262.517 124.645 130.529
84 1 407.385 368.844 172.966 136.091
84 2 563.627 512.236 235.139 159.742
84 3 570.099 518.365 237.298 158.623
84 4 763.231 697.239 310.45 221.422
84 5 770.061 703.093 314.095 220.329
84 6 999.706 917.862 396.157 221.283
84 7 1006.09 924.058 397.906 220.521
85 0 288.634 283.494 54.2307 30.3505
85 1 388.773 377.787 91.7691 60.1582
85 2 564.254 542.647 154.652 111.425
85 3 570.998 549.009 156.933 110.145
85 4 761.139 728.266 221.273 171.567
85 5 767.779 734.548 223.435 170.972
85 6 996.061 950.999 296.205 220.8
85 7 1002.41 957.349 297.182 221.01
86 0 288.987 249.152 146.411 -8.0755
86 1 389.743 345.577 180.212 11.9587
86 2 564.701 511.447 239.393 37.663
86 3 571.099 517.627 241.281 36.3263
86 4 762.365 697.922 306.765 73.7081
86 5 768.781 704.101 308.652 72.8563
86 6 998.05 919.503 388.096 123.069
86 7 1004.08 926.06 388.069 122.782
86 7 1004.53 925.608 390.288 122.723
86 7 1004.98 925.157 392.507 122.665
87 1 408.296 320.192 253.343 38.1635
87 2 567.835 463.704 327.742 62.1661
87 3 574.267 469.445 330.763 60.2014
87 4 753.393 629.886 413.333 122.162
87 5 760.008 635.112 417.426 123.611
87 6 994.747 844.549 525.602 170.998
87 7 1001.37 849.896 529.546 171.541
88 1 398.162 394.402 54.5886 61.4458
88 2 555.45 543.723 113.533 84.9302
88 3 562.145 550.086 115.813 85.7899
88 4 754.633 730.556 189.101 122.345
88 5 761.404 736.781 192.067 123.407
88 6 993.683 952.486 283.157 122.459
88 7 1000.14 958.776 284.659 123.338
89 1 408.745 398.56 90.678 234.199
89 2 563.825 542.692 152.917 281.955
89 3 570.679 549.043 155.65 280.754
89 4 763.266 727.603 230.583 319.426
89 4 763.425 727.555 231.26 319.444
89 5 769.92 733.882 232.796 318.345
89 6 1000.87 948.265 320.202 417.428
89 7 1007.61 954.393 323.129 416.331
90 0 293.597 273.743 106.132 72.4209
90 0 294.345 273.496 108.807 70.9265
90 1 399.645 371.733 146.735 85.7879
90 2 556.757 517.98 204.143 134.731
90 3 563.429 523.94 207.218 135.227
90 4 756.042 703.41 277.155 170.925
90 4 756.245 703.217 278.194 170.952
90 4 756.522 702.956 279.604 170.99
90 4 756.61 702.873 280.049 171.002
90 4 756.994 702.516 281.979 171.053
90 5 763.255 708.86 282.975 171.535
90 6 995.291 922.392 373.895 220.692
90 7 1001.95 928.302 377.049 221.075
91 0 291.629 283.755 67.3114 128.145
91 1 389.594 377.126 97.7707 158.315
91 2 563.547 542.722 151.785 209.35
91 3 570.363 549.076 154.368 208.212
91 4 759.164 728.914 212.164 269.329
91 5 765.976 735.138 215.154 269.188
91 6 993.935 952.323 284.582 318.496
91 7 1000.55 958.511 286.984 319.277
92 0 295.64 273.083 113.263 106.128
92 0 287.586 265.39 110.789 104.677
92 1 399.166 371.934 144.908 135.357
92 2 554.818 519.924 193.655 158.645
92 3 561.368 525.998 196.111 159.713
92 4 752.406 707.137 257.044 170.393
92 5 758.759 713.427 258.337 172.187
92 6 1005.01 946.129 338.949 221.919
92 7 1011.47 952.402 340.601 219.874
93 1 399.27 330.232 224.419 -12.4494
93 2 558.438 476.838 290.651 12.7595
93 3 564.876 482.638 293.507 12.8458
93 4 760.75 661.282 376.095 25.1376
93 5 767.02 667.416 377.989 24.6783
93 6 1000.45 878.828 478.072 73.7591
93 7 1006.86 884.798 480.522 72.8072
94 0 291.079 246.296 155.13 89.0525
94 1 391.609 341.765 191.192 110.261
94 2 568.281 508.967 252.775 111.825
94 3 574.601 515.183 254.466 109.786
94 3 557.087 498.535 248.614 112.084
94 4 764.937 695.932 317.5 123.609
94 5 771.155 702.254 318.621 122.209
94 6 998.219 919.332 388.934 171.475
94 7 1004.66 925.478 390.929 171.09
95 0 290.709 283.68 63.5413 20.938
95 0 292.0 283.784 68.7778 19.5255
95 0 296.065 284.076 83.3999 23.4755
95 0 294.272 283.953 77.2449 45.639
95 0 294.281 283.954 77.2761 45.4765
95 0 294.422 283.964 77.776 62.1015
95 0 287.973 275.941 82.3699 16.9255
95 1 389.206 377.429 95.0197 36.0516
95 1 389.3 377.355 95.6949 36.0692
95 2 562.674 542.816 148.164 85.8311
95 3 569.269 549.195 149.84 84.9047
95 4 757.788 729.388 205.513 122.773
95 5 764.172 735.758 206.446 123.032
95 6 991.292 954.1 268.984 220.088
95 7 997.949 960.254 271.686 221.677
96 1 402.663 326.173 236.112 209.497
96 2 565.43 466.744 319.157 233.738
96 3 571.939 472.401 322.415 232.24
96 4 754.379 627.662 418.484 268.691
96 5 760.786 633.356 421.491 269.879
96 6 1000.38 833.937 552.543 319.367
96 7 1006.79 839.679 555.482 318.433
97 1 404.789 323.821 242.886 86.259
97 2 565.937 466.089 321.007 135.789
97 3 572.561 471.595 324.692 134.177
97 4 753.475 629.696 413.772 170.558
97 5 760.029 635.062 417.541 171.991
97 6 996.876 840.354 536.252 220.912
97 7 1003.57 845.571 540.524 220.851
98 0 289.758 275.161 90.8088 124.628
98 1 395.244 373.727 128.629 134.931
98 2 553.219 521.703 184.057 182.583
98 3 559.784 527.754 186.636 184.155
98 4 751.79 707.829 253.308 219.911
98 5 758.324 713.917 255.691 221.874
98 6 1005.28 945.998 340.1 270.332
98 7 1011.86 952.209 342.301 268.212
98 6 988.699 930.422 334.426 268.028
98 7 995.211 936.492 336.79 270.527
99 1 403.322 325.43 238.252 86.1314
99 2 559.532 475.1 295.56 110.895
99 3 565.788 481.177 297.633 110.732
99 4 758.069 664.966 363.989 171.192
99 5 764.672 670.654 367.35 171.351
99 6 993.282 889.503 442.034 170.782
99 7 999.525 895.794 443.399 171.814
100 0 293.45 273.793 105.596 7.4255
100 1 402.209 370.708 156.036 13.4563
100 2 562.453 513.125 230.339 37.4235
100 3 568.9 519.277 232.375 36.5619
100 3 569.096 519.126 233.192 36.5403
100 4 766.959 694.442 325.54 74.2047
100 5 773.698 700.374 328.763 72.3244
100 6 991.268 892.94 430.431 122.084
100 7 997.997 898.402 434.594 123.67
101 0 296.224 284.087 83.9248 186.055
101 0 287.639 276.1 80.6522 183.905
101 1 393.642 374.559 121.077 208.542
101 2 553.037 521.919 182.894 256.36
101 3 559.651 527.91 185.796 257.986
101 4 753.354 706.11 262.585 318.156
101 5 760.099 711.978 266.154 319.597
101 6 993.1 924.854 361.791 366.754
101 7 999.732 930.789 364.821 367.783
102 0 293.532 273.765 105.894 -68.8015
102 1 399.336 371.862 145.559 -36.6345
102 2 557.14 517.618 206.098 -13.0343
102 3 563.731 523.656 208.751 -12.6299
102 4 757.469 702.08 284.328 24.7313
102 5 764.006 708.168 286.711 25.0532
102 6 996.349 921.258 379.467 73.2233
102 7 1002.86 927.329 381.832 73.3313
103 1 405.375 323.194 244.692 62.117
103 2 564.292 468.247 314.912 111.429
103 3 570.642 474.122 317.554 110.182
103 4 768.095 652.33 405.506 172.321
103 5 774.545 658.193 408.29 170.238
103 4 750.648 636.638 397.697 170.103
103 5 757.059 642.363 400.635 172.47
103 6 991.207 852.166 506.267 220.074
103 7 997.489 858.268 508.292 221.752
104 0 289.392 263.598 119.43 15.3255
104 1 407.07 368.951 171.991 38.0654
104 2 565.793 510.668 243.599 61.9659
104 3 572.411 516.687 246.351 60.3839
104 4 769.627 692.562 335.682 124.09
104 4 751.173 676.16 327.213 121.809
104 5 757.871 681.635 331.273 123.948
104 6 992.537 890.746 437.837 170.668
104 7 999.281 896.202 442.024 171.851
105 0 290.79 274.751 95.2399 -42.2515
105 1 399.101 371.962 144.659 -36.6581
105 2 559.874 515.197 219.159 -12.6888
105 3 566.567 521.153 222.257 -12.9872
105 4 764.736 696.083 316.684 25.5871
105 5 771.647 701.882 320.625 24.1562
105 6 991.027 893.368 428.983 24.0444
105 7 997.513 899.26 431.7 25.7481
106 0 291.002 246.394 154.829 -80.0432
106 1 390.642 343.654 185.75 -61.8972
106 1 393.351 338.704 200.01 -61.5047
106 2 564.104 511.883 237.044 -12.2158
106 4 758.895 700.81 291.181 73.2959
106 5 765.53 706.811 294.032 73.2429
106 6 991.745 926.47 353.852 122.16
106 7 998.181 932.635 355.749 123.64
107 1 395.051 392.879 41.3676 85.2914
107 2 552.194 544.253 93.3121 109.829
107 2 552.872 544.132 97.9145 109.949
107 3 558.764 550.631 94.9899 111.757
107 4 766.579 749.408 161.342 172.165
107 5 773.375 755.918 163.39 170.358
107 6 1000.33 972.631 233.771 221.361
107 7 1006.9 979.013 235.323 220.419
108 0 291.932 261.419 129.94 75.8932
108 1 403.812 370.105 161.514 86.1746
108 2 556.504 518.224 202.832 110.504
108 3 563.008 524.343 205.041 111.093
108 4 770.31 725.61 258.589 124.156
108 4 751.886 707.719 253.902 121.927
108 5 758.312 713.931 255.617 123.876
108 6 999.587 948.963 314.078 171.651
108 7 1006.3 955.105 316.879 170.878
109 0 295.529 273.118 112.89 203.63
109 0 287.36 265.635 109.606 201.763
109 1 402.202 370.711 156.012 233.647
109 2 560.409 514.753 221.558 257.383
109 3 566.959 520.827 224.014 256.975
109 4 762.29 697.981 306.443 319.316
109 5 769.046 703.89 309.79 318.443
109 6 1002.95 914.818 411.122 368.063
109 7 1009.61 920.753 414.152 366.474
110 0 292.951 244.007 162.115 47.6765
110 1 392.205 340.676 194.33 84.9223
110 2 567.535 509.467 250.079 135.946
110 3 574.077 515.536 252.561 134.028
110 3 574.301 515.385 253.377 134.006
110 3 574.526 515.234 254.193 133.985
110 4 763.307 697.179 310.772 171.814
110 5 769.65 703.414 312.362 170.758
110 6 996.573 921.022 380.626 220.871
110 7 1002.78 927.414 381.413 220.959
111 2 554.18 436.435 341.526 158.547
111 2 554.23 436.291 341.791 158.555
111 3 560.691 441.561 345.54 159.817
111 4 761.578 613.538 451.189 171.618
111 5 767.947 619.233 454.195 170.952
111 6 990.61 806.483 575.234 219.976
111 7 997.109 811.779 579.0 221.815
112 0 288.062 275.9 82.818 -31.7755
112 1 394.564 374.072 125.504 -12.9675
112 2 553.977 520.837 188.732 12.1314
112 3 560.595 526.833 191.609 13.4484
112 4 754.253 705.175 267.631 24.2897
112 5 760.696 711.359 269.494 25.5086
112 6 992.664 925.366 359.277 72.6875
112 7 999.191 931.421 361.715 73.8651
113 0 287.958 275.948 82.2952 -81.5775
113 1 393.158 374.826 118.651 -61.5302
113 2 570.504 542.036 177.966 -11.5936
113 3 577.195 548.404 180.02 -14.0804
113 2 551.392 524.014 171.59 -13.947
113 3 557.896 530.134 173.798 -11.7055
113 4 765.897 726.826 241.499 25.7108
113 5 772.348 733.164 242.884 24.0817
113 7 1006.2 955.162 316.38 122.508
114 0 291.993 283.784 68.7528 -41.0755
114 1 389.688 377.055 98.4211 -13.6761
114 2 563.658 542.71 152.238 13.3621
114 3 570.493 549.062 154.896 12.1981
114 4 759.542 728.788 213.945 24.9924
114 5 766.045 735.115 215.481 24.7961
114 6 994.529 951.944 287.907 72.9662
114 7 1001.08 958.172 289.958 73.5825
115 0 290.007 247.712 150.806 129.979
115 1 393.055 339.199 198.584 134.656
115 2 555.028 482.826 273.743 158.676
115 3 561.525 488.542 276.834 159.689
115 4 759.307 663.23 369.693 171.347
115 5 765.752 669.138 372.332 171.215
115 6 1001.75 877.077 483.982 221.536
115 7 1008.48 882.625 487.856 220.225
116 0 291.026 283.706 64.8619 -6.15883
116 1 389.44 377.245 96.6949 11.9037
116 2 563.541 542.722 151.76 37.5413
116 3 570.351 549.078 154.317 36.4049
116 4 758.958 728.984 211.185 73.3038
116 5 765.768 735.207 214.175 73.2135
116 6 993.191 952.807 280.333 72.7679
116 7 999.628 959.112 281.709 73.7984
117 0 295.192 258.994 141.633 -93.6275
117 0 287.172 252.009 137.692 -94.5525
117 1 391.22 342.508 189.053 -85.9979
117 2 554.59 483.674 271.348 -61.7814
117 3 561.169 489.23 274.89 -60.6489
117 4 761.358 660.483 378.719 -24.6077
117 5 768.184 665.885 383.018 -25.275
117 6 990.661 853.429 503.06 -25.8325
117 7 997.128 859.107 506.162 -24.0051
118 0 292.687 283.837 71.4273 -61.0515
118 1 390.422 376.523 103.247 -37.7415
118 2 566.081 542.459 161.819 13.6113
118 3 572.83 548.821 164.101 11.9587
118 4 763.043 727.671 229.63 73.7847
118 4 763.307 727.591 230.759 73.8141
118 5 769.826 733.911 232.394 72.7385
118 6 999.83 948.829 315.253 123.299
118 7 1006.37 955.068 317.205 122.486
119 0 291.592 245.647 157.11 -14.9922
119 1 391.823 341.369 192.333 12.2923
119 2 569.193 508.366 256.016 38.1027
119 3 575.814 514.381 258.794 35.8631
119 2 551.112 491.434 249.435 35.8141
119 3 557.573 497.242 252.266 38.1753
119 4 767.823 693.823 328.88 74.293
119 5 774.525 699.783 331.954 72.24
119 4 750.411 677.625 322.399 72.0613
119 5 756.958 683.379 325.544 74.4873
119 7 1011.39 919.168 421.943 121.883
120 0 296.163 284.083 83.7248 134.579
120 0 287.749 276.047 81.2248 133.378
120 1 391.895 375.564 111.95 158.686
120 2 566.635 542.404 163.933 184.241
120 3 573.465 548.758 166.514 182.471
120 4 761.201 728.246 221.549 221.191
120 5 768.037 734.466 224.59 220.559
120 6 995.25 951.495 291.856 220.686
120 7 1001.66 957.811 293.133 221.116
121 0 290.736 274.771 95.0159 25.1505
121 1 394.283 374.218 124.178 61.0061
121 2 568.738 542.2 171.703 111.868
121 3 575.43 548.568 173.758 109.707
121 3 557.283 531.0 169.123 112.043
121 4 761.106 728.277 221.123 171.563
121 5 767.745 734.559 223.285 170.976
121 6 992.66 953.161 277.233 220.303
121 7 999.043 959.502 278.285 221.505
122 0 294.988 241.726 169.076 -69.0015
122 1 401.019 328.087 230.598 -60.6626
122 1 397.974 331.906 219.594 -36.7739
122 2 561.079 472.757 302.178 -12.5475
122 3 567.657 478.33 305.672 -13.1147
122 4 769.626 650.623 411.114 26.0896
122 5 776.304 656.23 414.741 23.6793
122 4 751.255 635.063 401.346 23.8226
122 5 757.788 640.468 405.023 25.962
122 6 996.435 841.202 534.099 73.2351
122 7 1003.06 846.549 538.043 73.3038
123 0 293.22 260.421 134.755 121.378
123 1 389.104 347.07 175.91 134.032
123 2 567.63 509.402 250.426 160.146
123 3 574.369 515.339 253.624 158.192
123 4 768.485 693.355 331.403 172.36
123 5 775.07 699.397 334.032 170.185
123 4 750.727 677.01 324.421 170.116
123 5 757.206 682.895 327.132 172.444
123 5 757.481 682.368 328.865 172.397
123 6 1005.66 912.425 422.882 172.375
123 7 1012.2 918.461 425.419 219.791
123 7 995.342 903.318 417.998 172.503
124 0 290.295 262.786 123.347 85.4025
124 1 388.741 347.978 173.296 109.768
124 2 552.35 488.419 257.949 158.241
124 3 558.947 493.908 261.68 160.107
124 4 759.0 663.655 368.297 220.926
124 5 765.805 669.064 372.573 220.826
124 6 1007.0 870.468 506.295 270.525
124 6 989.563 856.057 496.389 268.181
124 7 996.133 861.486 500.122 270.364
125 0 296.05 272.957 114.632 209.63
125 0 287.563 265.415 110.667 207.655
125 1 405.058 369.653 165.614 233.899
125 2 565.147 511.126 241.125 282.092
125 3 572.01 516.971 244.817 280.616
125 4 751.741 675.105 330.678 317.903
125 5 758.324 680.8 334.016 319.874
125 6 994.611 887.359 449.271 366.978
125 7 1001.15 893.158 452.3 367.573
126 0 291.742 274.393 99.1068 197.846
126 1 396.195 373.264 132.83 233.041
126 2 553.184 521.744 183.834 280.577
126 3 559.737 527.81 186.339 282.163
126 4 769.307 725.878 254.824 320.058
126 5 775.727 732.221 256.134 317.736
126 4 751.08 708.655 248.856 317.793
126 5 757.474 714.907 250.348 320.015
126 6 1003.18 947.052 330.85 417.707
126 7 1009.88 953.205 333.552 416.058
126 6 1001.98 915.706 406.758 465.948
126 7 1010.82 919.67 419.477 464.332
127 0 296.231 272.901 115.23 128.128
127 0 287.929 265.029 112.527 126.604
127 1 400.321 371.455 149.26 135.471
127 2 555.667 519.049 198.38 182.962
127 3 562.213 525.127 200.811 183.78
127 4 752.815 706.688 259.468 220.074
127 5 759.364 712.762 261.924 221.709
127 6 1004.01 946.63 334.55 270.187
127 7 1010.67 952.807 337.051 268.35
128 1 401.747 327.229 233.07 -36.4029
128 2 559.645 474.924 296.058 12.9087
128 3 566.062 480.748 298.842 12.6986
128 4 760.491 661.626 374.964 73.4902
128 5 767.064 667.358 378.181 73.0565
128 6 998.259 881.879 467.772 123.096
128 7 1004.69 887.834 470.271 122.702
129 0 293.423 283.892 74.1767 107.552
129 1 391.228 375.983 108.148 134.395
129 2 567.726 542.297 168.007 184.347
129 3 574.355 548.671 169.834 182.385
129 4 763.413 727.559 231.211 269.826
129 5 770.304 733.766 234.427 268.686
129 6 997.783 949.982 305.129 319.034
129 7 1004.32 956.221 307.081 318.751
130 0 295.33 258.898 142.098 32.9505
130 0 287.534 251.402 139.546 30.6755
130 1 388.62 348.291 172.393 60.1268
130 2 562.388 513.176 230.067 111.225
130 3 568.894 519.282 232.351 110.371
130 4 760.278 699.627 297.563 171.465
130 5 766.834 705.697 300.043 171.084
130 6 996.76 920.827 381.587 220.896
130 7 1003.14 927.038 383.262 220.91
131 1 409.156 398.701 91.9024 112.039
131 1 387.958 378.534 84.9917 109.598
131 1 388.026 378.468 85.5918 109.613
131 1 388.128 378.369 86.4921 109.637
131 2 563.59 542.717 151.961 159.738
131 3 570.58 549.053 155.248 158.572
131 4 763.84 727.43 233.018 171.873
131 5 770.411 733.734 234.878 170.674
131 6 1003.55 946.864 332.5 221.75
131 7 1010.1 953.094 334.527 220.033
132 0 295.389 258.857 142.294 175.98
132 0 287.601 251.293 139.878 174.905
132 1 408.828 368.361 177.343 184.589
132 1 388.45 348.745 171.086 182.282
132 2 560.858 514.386 223.536 209.052
132 3 567.267 520.575 225.375 208.555
132 4 757.138 702.383 282.696 220.688
132 5 763.422 708.704 283.817 221.13
132 6 991.357 926.946 351.511 268.481
132 7 997.799 933.107 353.431 270.085
133 0 291.797 261.527 129.418 -55.4265
133 1 388.573 348.415 172.036 -38.083
133 2 568.446 508.857 253.369 13.841
133 3 575.096 514.853 256.247 11.7388
133 4 753.436 672.131 340.45 72.552
133 5 760.055 677.775 343.956 73.9868
133 6 996.861 883.915 460.897 122.91
133 7 1003.38 889.742 463.83 122.877
134 2 568.606 542.213 171.226 136.048
134 3 575.716 548.542 174.789 158.064
134 4 753.423 706.037 262.981 170.55
134 5 760.055 712.024 265.907 171.987
134 6 998.169 919.382 388.687 221.085
134 7 1004.89 925.247 392.063 220.676
135 0 295.345 273.175 112.267 143.854
135 0 287.427 265.561 109.962 141.439
135 1 398.288 372.311 141.483 183.651
135 2 553.274 521.639 184.403 232.209
135 3 559.8 527.736 186.736 233.769
135 4 765.847 726.841 241.299 270.089
135 5 772.156 733.219 242.105 268.485
135 6 996.435 950.774 298.18 367.235
135 7 1003.02 956.985 300.382 367.31
136 0 295.514 284.039 81.5502 2.4255
136 0 287.394 276.22 79.3577 1.0745
136 1 391.054 376.096 107.123 12.1765
136 2 563.248 542.754 150.553 37.5099
136 3 569.709 549.147 151.677 36.4736
136 4 755.77 730.12 195.225 72.8877
136 5 762.212 736.472 196.408 73.6767
136 6 1003.06 972.297 246.522 123.693
136 7 1009.61 978.681 247.999 122.09
137 0 292.852 273.998 103.38 58.2765
137 1 398.823 372.08 143.584 85.7055
137 4 758.622 701.049 289.894 122.879
137 5 765.205 707.095 292.499 122.9
137 6 999.341 918.219 394.407 171.62
137 7 1006.08 924.063 397.881 170.905
139 0 292.665 260.843 132.718 208.65
139 0 292.68 260.832 132.772 238.93
139 1 388.796 347.837 173.7 231.971
139 2 567.992 509.159 251.737 282.373
139 3 574.745 515.087 254.984 280.347
139 4 752.439 673.852 334.794 318.015
139 5 758.949 679.679 337.699 319.774
139 6 994.246 887.938 447.317 366.925
139 7 1000.69 893.886 449.839 367.639
